id_gato,id_tutor_hash,data_coleta,sexo,idade_anos,peso_kg,energia_0a100,vacinado,castrado,pelagem,cor,temperamento,alimentacao,visitas_vet_ult_ano,gosta_caixa,score_saude_0a100
G00260,T5725794726,2025-06-18,F,4,3.9,93,True,True,curta,branco,calmo,ração úmida,1,False,86
G00261,T8274263248,2025-07-07,F,3,5.6,55,True,True,longa,preto,carinhoso,ração úmida,2,True,81
G00262,T2493161810,2025-09-15,F,18,4.6,23,True,True,curta,tricolor,brincalhão,mista,5,False,42
G00263,T2651799059,2025-02-20,F,8,3.8,48,True,True,curta,tricolor,caçador,ração seca,2,True,70
G00264,T8490338212,2025-11-15,M,1,3.7,57,True,True,curta,tigrado,caçador,mista,1,False,87
G00265,T7714128522,2025-05-14,F,3,3.5,51,True,True,longa,tricolor,caçador,mista,2,True,81
G00266,T3667258513,2025-08-29,F,4,4.5,71,True,True,longa,tigrado,carinhoso,ração seca,1,False,83
G00267,T2306172291,2025-06-07,F,17,4.7,36,True,True,média,laranja,calmo,ração úmida,2,True,50
G00268,T3883574832,2025-10-02,F,5,3.9,54,True,True,curta,laranja,calmo,mista,0,True,80
G00269,T9836253527,2025-08-12,M,3,4.2,84,True,True,curta,laranja,carinhoso,ração úmida,1,True,87
G00270,T3601752234,2025-03-05,F,7,3.7,28,True,False,média,tricolor,arisco,ração seca,1,True,71
G00271,T1163444895,2025-03-10,F,5,3.7,46,True,True,média,branco,carinhoso,ração seca,2,True,76
G00272,T2799173822,2025-11-17,F,0,4.7,65,True,True,curta,tricolor,carinhoso,ração seca,1,True,90
G00273,T3129961266,2025-07-09,M,13,6.7,38,True,True,média,cinza,brincalhão,ração seca,2,True,59
G00274,T9418432326,2025-04-11,F,0,5.3,70,True,True,média,cinza,carinhoso,mista,2,False,90
G00275,T2817811339,2025-02-22,F,14,5.3,33,True,False,longa,branco,arisco,ração seca,2,True,56
G00276,T4941136334,2025-02-16,F,11,4.4,50,True,True,curta,tricolor,arisco,ração seca,2,False,64
G00277,T7044515279,2025-12-02,M,1,4.2,90,True,True,curta,tigrado,calmo,ração seca,2,True,90
G00278,T6874180613,2025-12-23,F,10,5.2,57,True,True,curta,cinza,brincalhão,ração seca,6,True,62
G00279,T4765600397,2025-05-24,F,11,4.6,45,True,True,média,preto,calmo,ração seca,1,True,65
G00280,T5130241979,2025-03-15,F,8,4.8,52,False,True,curta,laranja,caçador,mista,2,True,69
G00281,T2066307194,2025-06-02,F,7,5.8,69,True,True,média,siamês,caçador,ração seca,4,False,72
G00282,T1834804696,2025-02-19,M,0,4.8,98,False,True,longa,branco,arisco,mista,0,True,95
G00283,T3203168513,2025-07-20,F,0,5.6,83,False,False,curta,tricolor,arisco,ração seca,0,True,92
G00284,T2780288625,2025-08-17,M,10,4.5,41,True,False,média,branco,brincalhão,ração seca,4,True,62
G00285,T7050379881,2025-12-26,M,1,5.0,75,False,True,curta,preto,caçador,ração seca,0,True,89
G00286,T3984120976,2025-04-27,M,3,5.0,74,True,True,curta,preto,arisco,ração úmida,3,False,83
G00287,T6151874626,2025-03-14,M,6,4.3,52,False,True,curta,tricolor,caçador,ração úmida,1,True,74
G00288,T1524724675,2025-02-18,M,2,5.3,80,False,True,curta,tigrado,caçador,ração seca,0,True,88
G00289,T9780601164,2025-05-18,M,11,6.4,47,True,True,média,siamês,arisco,mista,3,False,63
G00290,T6966187427,2025-08-08,M,11,6.9,58,True,True,curta,tricolor,arisco,ração seca,4,True,63
G00291,T7640178004,2025-01-25,F,12,5.1,30,False,True,média,cinza,caçador,mista,3,False,56
G00292,T2379558849,2025-10-05,M,0,3.3,54,True,True,curta,laranja,carinhoso,mista,2,True,87
G00293,T1406558052,2025-06-17,M,5,5.3,56,True,True,curta,tricolor,calmo,ração seca,1,True,79
G00294,T3667258513,2025-10-17,M,12,6.0,42,True,True,média,cinza,carinhoso,ração seca,2,True,61
G00295,T7501234155,2025-06-19,M,4,4.7,42,True,True,curta,branco,carinhoso,ração seca,0,True,80
G00296,T4749993982,2025-02-26,M,9,5.4,42,True,False,curta,tigrado,carinhoso,ração úmida,1,True,69
G00297,T5108069750,2025-01-08,F,8,4.2,68,False,True,curta,tricolor,calmo,ração seca,1,True,73
G00298,T5286315777,2025-07-23,F,4,4.2,70,True,True,média,tricolor,carinhoso,mista,0,True,84
G00299,T2770679626,2025-07-16,M,3,5.5,68,True,True,curta,siamês,arisco,mista,3,True,82
G00300,T4882763756,2025-10-24,F,9,5.6,37,False,True,curta,tigrado,brincalhão,ração seca,1,True,66
G00301,T7757547262,2025-11-17,M,1,3.8,87,True,True,curta,branco,carinhoso,mista,0,True,93
G00302,T3628533972,2025-02-28,F,13,4.5,34,True,True,curta,siamês,calmo,mista,1,True,60
G00303,T2862866436,2025-04-25,F,7,3.4,57,True,True,curta,tigrado,carinhoso,mista,2,False,74
G00304,T6013289371,2025-03-17,M,1,6.0,77,True,True,curta,preto,carinhoso,ração seca,3,True,87
G00305,T7650856035,2025-02-08,M,9,5.8,52,True,True,curta,branco,arisco,ração seca,5,False,64
G00306,T7821192868,2025-01-01,F,5,2.9,79,True,True,curta,preto,arisco,ração seca,2,True,81
G00307,T9381126121,2025-01-31,M,2,4.7,76,True,False,curta,tricolor,calmo,mista,4,True,83
G00308,T2066307194,2025-07-11,M,16,5.2,34,True,True,média,preto,caçador,ração seca,3,True,51
G00309,T8150113274,2025-02-25,F,10,4.2,46,True,True,curta,siamês,brincalhão,ração úmida,0,False,69
G00310,T5206434413,2025-03-13,F,8,5.3,58,True,True,média,tigrado,carinhoso,ração seca,2,True,72
G00311,T8207844328,2025-02-13,M,12,6.1,39,False,True,curta,tricolor,carinhoso,ração seca,0,True,62
G00312,T8193202448,2025-09-22,F,7,4.7,58,True,True,curta,cinza,calmo,ração seca,3,True,72
G00313,T4713144123,2025-08-21,M,5,4.5,57,False,True,média,tricolor,carinhoso,mista,2,True,76
G00314,T1445132234,2025-12-18,M,2,4.3,63,False,False,curta,preto,carinhoso,ração seca,1,False,84
G00315,T4832938777,2025-02-10,F,2,4.2,58,True,True,curta,laranja,brincalhão,ração seca,1,True,85
G00316,T7475166603,2025-03-18,F,5,4.0,58,False,False,média,tricolor,brincalhão,ração úmida,0,True,79
G00317,T5682070603,2025-06-16,F,6,4.4,54,True,True,média,preto,brincalhão,mista,2,True,75
G00318,T9803839876,2025-08-25,F,10,5.1,69,True,True,curta,tricolor,caçador,ração seca,1,True,71
G00319,T7917827427,2025-02-17,F,5,3.3,73,False,True,curta,cinza,brincalhão,ração úmida,1,True,79
G00320,T2770679626,2025-03-19,F,8,4.0,51,False,True,curta,cinza,arisco,ração úmida,1,True,70
G00321,T4531321836,2025-06-03,F,12,4.8,36,False,True,curta,tricolor,carinhoso,mista,2,True,58
G00322,T4673410014,2025-01-07,M,18,6.5,32,True,True,longa,tigrado,arisco,mista,1,True,49
G00323,T7542951528,2025-05-25,F,4,4.9,87,True,False,curta,tricolor,calmo,ração úmida,1,True,86
G00324,T1594712898,2025-10-04,M,14,5.4,45,True,True,longa,siamês,arisco,mista,4,True,55
G00325,T8644917997,2025-07-12,F,11,5.1,24,True,True,curta,tricolor,brincalhão,mista,2,True,61
G00326,T3476372730,2025-06-08,M,1,4.6,83,True,False,curta,tricolor,brincalhão,ração seca,3,True,88
G00327,T7386204565,2025-06-28,F,4,5.0,76,False,True,curta,siamês,caçador,ração seca,2,True,80
G00328,T2875414072,2025-12-12,F,2,4.4,96,True,True,curta,tricolor,arisco,ração seca,1,True,91
G00329,T5090116872,2025-07-09,F,9,5.5,47,True,False,média,tricolor,brincalhão,ração úmida,4,True,65
G00330,T7542951528,2025-07-15,M,7,4.1,57,True,True,média,branco,arisco,ração seca,0,True,77
G00331,T2381729698,2025-12-06,M,6,4.5,64,False,True,curta,branco,calmo,ração seca,1,True,76
G00332,T9314049844,2025-02-27,F,11,5.0,35,False,True,longa,cinza,caçador,ração úmida,1,True,62
G00333,T2330050352,2025-02-05,F,4,4.6,54,False,True,curta,cinza,brincalhão,mista,0,False,80
G00334,T1159019028,2025-06-14,M,5,6.6,66,True,True,curta,preto,calmo,ração úmida,0,True,82
G00335,T4765600397,2025-04-27,M,13,4.2,20,False,True,curta,tigrado,carinhoso,mista,3,True,52
G00336,T4288406168,2025-03-16,M,16,5.4,14,False,False,curta,cinza,carinhoso,mista,2,False,47
G00337,T6414026072,2025-02-13,F,11,4.7,54,True,True,média,laranja,arisco,mista,0,True,68
G00338,T2587207420,2025-11-17,M,2,4.9,75,True,False,curta,laranja,brincalhão,ração seca,1,True,88
G00339,T1190332147,2025-08-13,F,1,5.3,87,True,False,curta,tigrado,carinhoso,mista,3,True,89
G00340,T3436270853,2025-09-10,F,2,4.8,75,True,True,média,tricolor,arisco,ração seca,1,True,88
G00341,T1720443552,2025-02-13,M,5,3.8,61,False,True,curta,tricolor,calmo,mista,0,True,79
G00342,T6415972802,2025-05-05,M,3,5.9,82,False,True,média,preto,caçador,ração úmida,1,True,85
G00343,T8991899457,2025-08-15,M,14,6.5,31,True,False,curta,tigrado,calmo,ração seca,1,True,57
G00344,T7486263520,2025-07-12,F,9,4.8,46,True,True,curta,preto,brincalhão,ração seca,3,True,66
G00345,T4046108349,2025-09-11,M,5,3.8,60,True,True,curta,cinza,arisco,ração seca,1,False,80
G00346,T4046108349,2025-09-02,M,3,4.7,72,False,True,curta,cinza,caçador,ração seca,0,True,85
G00347,T6689822501,2025-05-31,F,5,4.7,60,True,True,longa,tigrado,carinhoso,mista,1,True,80
G00348,T6294756235,2025-10-13,M,6,5.7,40,True,True,curta,cinza,caçador,mista,2,True,73
G00349,T1855442778,2025-04-05,F,10,3.5,44,False,True,curta,branco,caçador,ração seca,3,False,62
G00350,T8957311402,2025-01-30,F,1,3.5,72,True,True,longa,siamês,arisco,mista,3,True,86
G00351,T5776926315,2025-11-30,M,12,6.2,43,True,True,média,siamês,arisco,mista,3,True,60
G00352,T6091947103,2025-01-09,M,1,5.7,67,False,True,curta,tricolor,caçador,ração seca,1,True,87
G00353,T9440438094,2025-04-14,F,3,4.5,73,True,True,curta,siamês,arisco,mista,3,True,82
G00354,T3753609617,2025-02-11,M,18,6.2,5,True,True,longa,cinza,arisco,ração seca,5,True,39
G00355,T9633991128,2025-03-26,M,2,5.1,74,True,True,curta,laranja,arisco,ração seca,2,True,86
G00356,T4256313494,2025-05-25,F,1,4.7,94,True,True,média,preto,caçador,mista,0,True,94
G00357,T9952315740,2025-02-17,F,8,4.7,45,True,True,curta,preto,caçador,mista,2,True,70
G00358,T3893796923,2025-06-20,F,5,4.7,62,True,True,curta,cinza,arisco,ração seca,1,False,80
G00359,T6872672806,2025-12-05,M,1,3.8,69,True,True,curta,laranja,arisco,ração seca,2,True,87
G00360,T5411777881,2025-02-19,M,0,5.1,72,True,True,curta,siamês,caçador,ração seca,1,True,91
G00361,T3093766677,2025-12-05,M,1,3.8,60,True,False,curta,branco,brincalhão,ração seca,1,False,88
G00362,T2512007637,2025-05-31,M,7,5.6,79,True,True,curta,cinza,caçador,mista,8,True,68
G00363,T6966187427,2025-08-05,F,3,3.9,71,True,True,média,laranja,caçador,mista,0,True,87
G00364,T1083338036,2025-06-11,M,11,5.6,36,False,True,média,preto,brincalhão,ração seca,3,True,59
G00365,T1867518659,2025-04-26,M,13,4.8,29,True,True,curta,tigrado,carinhoso,ração seca,3,True,56
G00366,T3811299772,2025-02-09,M,2,4.4,70,False,False,curta,cinza,arisco,ração seca,2,False,84
G00367,T1110724172,2025-08-05,M,4,5.1,38,False,True,curta,tigrado,carinhoso,mista,0,True,78
G00368,T6394445123,2025-12-01,M,2,5.3,82,True,True,curta,laranja,caçador,ração úmida,1,True,89
G00369,T3899941064,2025-07-10,F,3,5.0,60,True,True,longa,siamês,arisco,ração úmida,1,True,84
G00370,T1947502718,2025-08-07,M,3,4.0,71,False,True,curta,siamês,arisco,mista,0,True,85
G00371,T6151874626,2025-08-23,F,11,3.7,49,True,True,curta,cinza,brincalhão,ração seca,4,True,61
G00372,T1594712898,2025-05-22,M,4,4.2,75,True,True,média,tigrado,arisco,ração seca,1,True,84
G00373,T9926269448,2025-02-14,M,6,4.3,64,True,False,curta,tigrado,carinhoso,ração seca,0,True,80
G00374,T6320294344,2025-07-05,F,9,5.7,59,False,True,curta,siamês,calmo,ração úmida,1,True,69
G00375,T4706298069,2025-11-14,F,12,5.8,54,True,False,curta,preto,carinhoso,ração seca,3,False,62
G00376,T6597079960,2025-04-25,M,3,4.1,63,False,True,média,preto,arisco,ração úmida,1,True,82
G00377,T6496931199,2025-11-15,M,2,5.9,95,True,True,média,tigrado,caçador,ração seca,2,True,89
G00378,T4550333661,2025-11-08,F,16,5.7,34,False,False,longa,cinza,calmo,ração seca,1,True,52
G00379,T5325468678,2025-03-31,F,4,3.1,63,True,False,curta,preto,calmo,ração seca,2,True,80
G00380,T2910494249,2025-07-29,M,9,4.5,40,True,True,curta,siamês,caçador,mista,3,False,66
G00381,T2799173822,2025-09-30,M,9,4.1,47,True,True,média,cinza,arisco,ração úmida,2,True,68
G00382,T9123878295,2025-06-30,M,6,5.0,63,True,True,curta,laranja,caçador,ração úmida,3,False,75
G00383,T8868829287,2025-09-13,F,3,4.2,68,True,True,curta,laranja,calmo,ração úmida,0,False,86
G00384,T5239865855,2025-11-29,F,2,4.2,91,True,True,curta,branco,calmo,ração seca,0,True,92
G00385,T3436828761,2025-08-17,M,6,3.6,54,True,True,curta,cinza,calmo,ração seca,1,True,77
G00386,T2104821391,2025-11-02,M,6,4.0,66,True,True,média,laranja,arisco,mista,3,True,75
G00387,T8408121489,2025-10-20,M,11,5.6,31,True,True,curta,laranja,calmo,ração úmida,2,True,62
G00388,T8055083881,2025-10-24,F,10,5.1,73,False,False,curta,branco,brincalhão,mista,0,True,71
G00389,T6954951368,2025-11-08,F,14,3.4,21,True,True,curta,branco,carinhoso,mista,5,True,50
G00390,T5776926315,2025-03-24,F,16,3.9,55,False,True,curta,laranja,carinhoso,mista,0,True,56
G00391,T6954951368,2025-01-07,F,10,5.4,45,True,False,longa,siamês,brincalhão,ração seca,0,True,69
G00392,T9952315740,2025-02-25,M,1,3.8,45,True,True,curta,laranja,arisco,ração seca,0,False,87
G00393,T2651799059,2025-04-02,F,5,4.3,77,True,False,curta,cinza,calmo,ração seca,1,False,82
G00394,T4180039255,2025-09-09,M,8,4.2,54,True,False,longa,siamês,calmo,ração seca,2,True,71
G00395,T8239526451,2025-07-06,M,8,5.7,47,True,True,curta,siamês,arisco,ração seca,5,True,66
G00396,T6173847366,2025-06-21,F,2,2.7,77,True,True,curta,laranja,brincalhão,ração seca,1,True,88
G00397,T1163444895,2025-01-04,F,8,4.3,61,True,True,curta,siamês,calmo,ração úmida,0,True,75
G00398,T5090116872,2025-09-07,M,4,5.5,69,True,True,média,laranja,caçador,ração seca,2,True,81
G00399,T4941906426,2025-05-13,M,4,5.3,77,True,False,curta,branco,calmo,ração úmida,3,True,81
G00400,T5085071938,2025-10-05,F,12,4.5,44,False,True,longa,cinza,caçador,ração seca,1,True,61
G00401,T1438286250,2025-02-11,F,5,3.9,69,False,True,curta,cinza,carinhoso,ração seca,1,True,79
G00402,T1558567958,2025-04-18,F,7,4.3,49,True,False,longa,cinza,caçador,mista,3,True,71
G00403,T6689822501,2025-01-20,M,7,4.2,65,True,True,curta,preto,brincalhão,mista,1,True,76
G00404,T6311758444,2025-04-14,F,7,4.4,49,True,True,longa,siamês,carinhoso,mista,1,False,74
G00405,T2142189779,2025-12-04,M,2,4.7,56,False,True,curta,tigrado,carinhoso,mista,1,True,83
G00406,T3197845006,2025-06-29,M,8,4.9,50,False,True,curta,cinza,brincalhão,ração úmida,1,False,70
G00407,T9269143128,2025-06-10,M,4,5.6,60,False,True,curta,laranja,arisco,ração úmida,1,True,80
G00408,T4586559611,2025-04-10,M,9,4.5,61,False,False,média,siamês,brincalhão,ração seca,4,True,65
G00409,T7917827427,2025-04-07,F,2,2.9,52,True,True,curta,cinza,arisco,mista,2,False,83
G00410,T1361361695,2025-09-01,F,18,4.5,38,True,True,média,cinza,caçador,ração seca,6,True,43
G00411,T5379924977,2025-12-26,M,11,5.5,37,True,True,curta,cinza,arisco,ração seca,3,True,61
G00412,T6212976120,2025-09-30,F,5,4.3,31,False,True,curta,tigrado,brincalhão,mista,0,True,75
G00413,T1223408186,2025-09-27,F,3,4.1,52,True,True,curta,cinza,arisco,ração seca,1,True,82
G00414,T3130703839,2025-06-22,F,5,3.6,57,True,True,curta,siamês,brincalhão,ração seca,2,True,78
G00415,T5447274818,2025-02-06,M,10,4.6,52,False,False,média,cinza,brincalhão,ração seca,3,True,63
G00416,T1720443552,2025-09-22,M,9,4.9,48,False,True,curta,siamês,caçador,ração seca,2,True,66
G00417,T6572071777,2025-10-23,F,9,4.2,35,True,False,curta,siamês,caçador,ração seca,4,False,63
G00418,T1773841150,2025-07-06,F,13,5.6,29,True,True,longa,tigrado,brincalhão,mista,3,False,56
G00419,T6490544345,2025-02-03,M,6,5.2,44,True,False,curta,preto,brincalhão,ração seca,2,True,74
G00420,T2072957735,2025-09-18,F,9,4.3,53,True,False,curta,laranja,carinhoso,mista,6,True,63
G00421,T3555175940,2025-12-03,M,5,5.7,60,True,False,curta,tigrado,carinhoso,ração seca,1,True,80
G00422,T2130974675,2025-03-24,M,8,5.5,60,False,True,curta,preto,calmo,ração seca,2,True,70
G00423,T1977181670,2025-02-28,M,6,4.1,37,True,True,curta,preto,brincalhão,ração úmida,4,True,70
G00424,T4531321836,2025-09-27,M,11,3.1,38,False,True,média,siamês,brincalhão,ração seca,3,True,59
G00425,T7948944022,2025-05-02,M,0,3.7,99,True,True,curta,tricolor,brincalhão,mista,2,True,94
G00426,T6705776005,2025-09-19,F,2,4.6,77,True,True,curta,preto,carinhoso,mista,0,True,90
G00427,T3174750178,2025-09-14,F,3,4.8,63,True,True,curta,preto,arisco,ração seca,1,True,84
G00428,T3717346522,2025-04-08,M,15,4.3,21,False,True,curta,cinza,caçador,ração seca,2,True,50
G00429,T4772028873,2025-01-16,M,6,5.5,71,False,True,curta,preto,brincalhão,mista,5,True,71
G00430,T8923422701,2025-07-22,F,4,4.7,82,True,False,curta,tricolor,calmo,mista,0,True,86
G00431,T2113784232,2025-05-29,M,5,5.9,47,True,True,curta,tricolor,carinhoso,ração seca,0,True,79
G00432,T8164257006,2025-11-09,F,5,5.0,48,True,True,curta,laranja,brincalhão,mista,1,True,78
G00433,T5506670675,2025-05-11,F,13,5.8,42,True,True,longa,preto,carinhoso,mista,2,True,59
G00434,T9912894978,2025-04-02,F,16,5.2,35,True,True,média,preto,caçador,ração seca,3,True,51
G00435,T5149894871,2025-11-10,M,12,5.8,47,True,True,média,preto,caçador,ração seca,3,False,61
G00436,T4746361831,2025-09-26,F,12,4.6,64,False,True,média,preto,arisco,ração seca,2,True,63
G00437,T5767710995,2025-08-14,F,2,4.7,58,True,True,longa,cinza,caçador,mista,2,True,84
G00438,T1406558052,2025-12-15,F,3,3.3,67,False,True,curta,tricolor,carinhoso,ração seca,2,True,81
G00439,T6874180613,2025-10-13,F,8,4.5,61,False,True,longa,cinza,calmo,mista,3,True,69
G00440,T6230049482,2025-11-13,M,9,5.6,58,False,True,curta,laranja,caçador,ração seca,1,False,69
G00441,T1890320545,2025-10-19,M,2,5.7,62,True,True,curta,preto,arisco,ração seca,1,True,86
G00442,T4550333661,2025-05-27,F,10,4.4,40,True,True,curta,tigrado,calmo,ração seca,1,True,66
G00443,T2451286565,2025-01-23,F,2,4.8,64,True,False,média,branco,carinhoso,ração seca,0,True,88
G00444,T9397208994,2025-08-10,F,3,4.1,87,True,True,média,preto,brincalhão,mista,2,False,86
G00445,T4297019397,2025-10-07,F,4,5.0,52,True,True,curta,branco,calmo,mista,0,True,82
G00446,T6318239423,2025-12-28,F,12,4.3,38,True,True,curta,branco,carinhoso,mista,3,True,59
G00447,T2863184873,2025-09-06,M,10,5.8,56,False,True,média,preto,arisco,ração seca,4,True,62
G00448,T9869861525,2025-07-27,M,7,5.0,42,True,True,curta,cinza,calmo,ração seca,1,True,73
G00449,T1763304321,2025-07-30,F,12,4.0,44,True,True,média,tricolor,carinhoso,ração seca,2,True,62
G00450,T1266465602,2025-02-11,M,12,5.3,19,True,True,curta,preto,arisco,ração seca,4,True,55
G00451,T7028325952,2025-01-03,M,5,5.9,63,True,True,curta,siamês,arisco,mista,1,True,80
G00452,T1983540620,2025-01-17,F,11,4.1,45,True,True,curta,tigrado,calmo,ração seca,2,True,64
G00453,T4550333661,2025-11-27,F,2,3.1,71,True,True,curta,laranja,carinhoso,ração seca,3,True,84
G00454,T5034210519,2025-10-16,F,6,4.7,48,False,True,curta,preto,carinhoso,mista,1,True,74
G00455,T9514243565,2025-04-05,M,1,3.5,75,True,True,curta,tricolor,brincalhão,ração seca,0,True,91
G00456,T1497433685,2025-06-04,M,5,6.0,61,False,True,curta,tigrado,caçador,ração seca,0,True,79
G00457,T4742266619,2025-06-26,F,7,5.6,71,True,True,curta,preto,arisco,ração seca,2,True,76
G00458,T2026936640,2025-04-01,F,1,4.8,80,False,True,curta,branco,calmo,ração úmida,2,True,87
G00459,T7654883216,2025-06-04,M,6,5.0,41,True,True,curta,preto,caçador,ração seca,1,False,75
G00460,T6703927957,2025-05-07,F,9,5.8,40,False,True,média,laranja,arisco,ração úmida,2,True,65
G00461,T1864857096,2025-09-11,F,8,5.5,45,True,True,média,laranja,arisco,mista,0,False,73
G00462,T9959180253,2025-10-04,F,0,3.6,77,True,True,curta,cinza,calmo,ração seca,0,False,94
G00463,T3832746567,2025-02-05,F,1,5.1,70,True,True,curta,tigrado,calmo,mista,3,True,86
G00464,T2502756279,2025-06-19,M,4,4.2,62,True,True,curta,branco,carinhoso,ração seca,3,False,79
G00465,T2240141823,2025-12-28,F,12,4.7,75,True,False,curta,preto,carinhoso,mista,0,True,69
G00466,T2008633338,2025-11-14,M,13,4.2,32,True,True,média,tricolor,carinhoso,ração úmida,3,True,56
G00467,T8010967191,2025-10-17,M,4,5.0,80,False,False,média,cinza,caçador,mista,2,True,81
G00468,T6141093865,2025-09-26,M,10,5.1,45,False,True,curta,cinza,caçador,ração seca,2,True,64
G00469,T5698110712,2025-01-02,M,7,4.8,29,True,True,curta,branco,carinhoso,ração seca,2,True,69
